3.2, 0.0, 0.0, 0.0, 0.0, 98.4, 0.0, 0.0
5.3, 27.0, 0.0, 0.0, 100.0, 15.8, 2.6, 0.0
5.9, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0
0.0, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0
0.0, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0
5.9, 100.0, 0.0, 5.9, 100.0, 0.0, 0.0, 0.0
0.0, 100.0, 0.0, 0.0, 100.0, 0.0, 5.3, 0.0
4.2, 68.0, 0.0, 0.0, 100.0, 7.7, 0.0, 0.0
1.8, 0.0, 0.0, 0.0, 98.2, 9.1, 1.8, 0.0
10.3, 0.0, 0.0, 0.0, 100.0, 3.7, 51.9, 0.0
23.1, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
5.9, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
6.3, 0.0, 0.0, 5.9, 100.0, 0.0, 100.0, 0.0
5.9, 0.0, 0.0, 0.0, 100.0, 5.9, 100.0, 0.0
45.5, 0.0, 0.0, 0.0, 100.0, 18.2, 100.0, 0.0
42.9, 0.0, 0.0, 0.0, 100.0, 15.4, 100.0, 0.0
25.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
11.8, 0.0, 0.0, 0.0, 100.0, 5.9, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
6.7, 0.0, 0.0, 0.0, 92.9, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
10.5, 5.6, 0.0, 0.0, 100.0, 5.6, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 6.7, 100.0, 0.0
33.3, 0.0, 0.0, 0.0, 100.0, 8.3, 100.0, 0.0
13.3, 0.0, 0.0, 6.3, 100.0, 20.0, 100.0, 0.0
28.6, 0.0, 0.0, 0.0, 100.0, 30.8, 100.0, 0.0
13.3, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
6.7, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
37.5, 0.0, 0.0, 0.0, 100.0, 7.1, 100.0, 0.0
6.3, 0.0, 0.0, 0.0, 94.1, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 6.3, 100.0, 0.0
5.9, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
6.3, 0.0, 0.0, 6.3, 100.0, 25.0, 100.0, 0.0
13.3, 0.0, 6.3, 0.0, 100.0, 21.4, 100.0, 0.0
18.2, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
13.3, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
6.3, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
5.9, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
5.9, 0.0, 0.0, 0.0, 100.0, 5.6, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
42.9, 0.0, 0.0, 0.0, 92.3, 0.0, 100.0, 0.0
6.3, 0.0, 0.0, 0.0, 100.0, 13.3, 100.0, 0.0
7.7, 0.0, 0.0, 0.0, 100.0, 20.0, 100.0, 0.0
23.5, 0.0, 0.0, 5.9, 100.0, 6.3, 100.0, 0.0
0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0
